Produktnummer;Produktname;Lagerkürzel;Lagerplatz;Standardlagerplatz;Bestand
100344;Lenkstockhebel Blinker ohne MFA Golf &Co OE Ref. 321953513;HL;2-I11-702;yes;4
100345;Abdeckung für Stoßdämpfer Hinterachse Golf 1 &Co OE Ref. 171512135;HL;N-03-0-4-3;yes;7
100346;Bremssattel, Faustsattel, vorne RECHTS, ab Baujahr 08/79, Golf &Co, OE Ref. 1H0615124C;HL;3-A2-501;yes;2
100347;Bremssattel, Faustsattel, vorne LINKS, ab Baujahr 08/79, OE Ref. 1H0615123C;HL;3-A2-502;yes;3
100348;Ölwanne bis 1,3 L Hubraum OE Ref. 030103601D;HL;3-B2-602;yes;1
100349;Ölwanne 1,5 bis 1,8L Hubraum bis Baujahr 1985 OE Ref. 055103601;HL;3-B2-603;yes;1
100350;Wellrohr Zwischen Hosenrohr und Mittelstück Golf 1 &CO bis 1,3L Hubraum ab BJ.79 OE Ref. 867253177;HL;3-D2-202;yes;1
100351;Querlenker inklusive Gummi-/Metalllager für Golf 1 & CO, OE Ref. 171407153D;HL;RL5-25;no;0
100352;Federteller Vorderachse oben für Golf 1 &Co ab Bj. 79 OE Ref. 171412341A;HL;2-K6-605;yes;10
100354;Ölwanne für Passat, TD, OE Ref. 068103601AC;HL;;no;0
100355;Trichter für Ölmessstab bis 1,3L Hubraum oder für Diesel  OE Ref. 036115636;HL;2-M5-101-6;yes;2
100358;Abdeckung für Zahnriemen Unten ab Bj. 08/1987 und für 1,6L bis 1,8L Hubraum T4 OE Ref. 026109175A;HL;2-L3-101;yes;5
100359;"Schriftzug ""CABRIOLET"", für Heckklappe, selbstklebend, OE Ref. 155853687F";HL;2-N3-401-1;yes;22
100360;Ölpumpe mit Schwallsperre 1,5L bis 1,8L Hubraum  OE Ref. 027115105;HL;2-L7-602;yes;2
100361;Bremsleitungssatz Polo ab Bj. 81 mit Bremskraftverstärker und ohne Bremskraftregler;HL;R19-071;no;0
100362;Gummi Auflage für Gaspedal, passend für Golf 1 &Co, T4, OE Ref. 171721647;HL;2-N13-602-1;yes;23
100363;Öleinfüllrohr mit Dichtung. T3 Diesel ab 08/82. OE Ref. 068115304B und 068115315A;HL;;no;0
100364;Verschlussdeckel für Öleinfüllrohr T3 ab Baujahr 1981, T4, OE Ref. 070115311;HL;2-M5-105-4;yes;0
100365;Dichtung für Ölfilterflansch ab 1,5L Hubraum OE Ref. 026115441A;HL;2-M1-504-1;yes;6
100366;Klemmscheibe, 4 mm, zur Montage des VW Emblems im Kühlergrill, OE Ref. T00853582;HL;2-N15-804-6;yes;95
100367;Ölmessstab für T3 Diesel ab Baujahr 08/1982 OE Ref. 068115611N;HL;L-12-0-3-1;yes;0
100369;Bremsleitungssatz Polo ab Bj. 81 mit Bremskraftverstärker und Bremskraftregler;HL;;no;0
100370;Dichtung für Ölkühler Golf 1 &Co OE Ref. 021117151A;HL;2-M1-401-5;yes;7
100371;Kühlwasserschlauchsatz für MKB 2H /JH Golf 1 Cabrio Scirocco;HL;;no;0
100372;Kühlwasserschlauch Rohr zu Kühlwasserflansch seitlich 1,5-1,6L bis Bj. 07/83 OE Ref. 049121063K;HL;;no;0
100373;Riemenscheibe für Wasserpumpe ohne Servolenkung 1.5L-1.8L Hubraum OE Ref. 026121031;HL;N-03-0-5-1;yes;6
100374;Handbremsseil VW Polo 86C ab Baujahr 08/1984 OE Ref. 867609701;HL;2-J1-111;yes;3
100375;Kühlwasserschlauch von Motorkühler nach Wasserpumpe unten 1,5L bis 1,8L Hubraum OE Ref. 171121051G;HL;2-G2-303;yes;6
100376;Kühlwasserschlauch von Motorkühler nach Wasserrohr unten 1,0L-1,3L bis Bj. 07/87 OE Ref. 191121051;HL;2-I3-102;yes;12
100377;Schelle für Stabilisator vorne außen, 2 Stück, passend für Golf 1 &Co, OE Ref. 171411333A;HL;;no;0
100378;Kühlwasserschlauch von Motorkühler nach Wasserpumpe unten 1,8L und Diesel OE Ref. 191121051F;HL;2-G2-305;yes;8
100379;Kühlwasserschlauch von Motorkühler nach Wasserpumpe unten bis 1,3L ab Bj. 08/1985 OE Ref. 191121051J;HL;2-I1-505;yes;1
100380;Kühlwasserschlauch von Motorkühler nach Wasserpumpe unten Passat 1,6L-1,8L OE Ref. 321121051L;HL;2-I1-305;yes;2
100381;Kühlwasserschlauch von Kühlwasserflansch nach Wasserpumpe, Golf & Co, T4, OE Ref. 026121053G;HL;2-G2-403;yes;8
100382;Kühlwasserschlauch von Kühlwasserflansch nach Wasserpumpe nur Diesel OE Ref. 068121053E;HL;2-G2-401;yes;4
100383;Kühlwasserschlauch von Kühlwasserflansch nach Ölkühler und Wasserpumpe Diesel OE Ref. 068121053P;HL;2-G2-703;yes;1
100384;Kühlwasserschlauch von Verbindungsrohr nach Vergaser OE Ref. 026121056G;HL;2-H2-604-3;yes;2
100385;Kühlwasserschlauch, Ansaugbrücke zu Thermostatgehäuse, 1,0L-1,3L ab Bj. 85, OE Ref. 030121056G;HL;2-G2-705;yes;1
100386;Kühlerschlauch Vergaservorwärmung von Verbindungsrohr nach Vergaser OE Ref. 037121057;HL;2-H2-604-2;yes;2
100387;Kühlwasserschlauch, von Wasserrohr nach Ölkühler ,T3 Benziner ab Bj. 85 OE Ref. 025121058D;HL;2-H2-401-1;yes;2
100388;Kühlwasserschlauch von Wasserrohr nach Ölkühler für T3 Benziner ab Baujahr 1985 OE Ref. 025121058E;HL;M-05-5-1;yes;4
100390;Kühlwasserschlauch von Wasserrohr nach Ölkühler für T3 Benziner ab Baujahr 1985 OE Ref. 025121058J;HL;M-06-4-1-3;yes;7
100391;Kühlwasserschlauch von Ölkühler nach Wasserrohr Golf 2 &Co OE Ref. 037121058A;HL;2-G2-704;yes;8
100392;Kühlerschlauch für Vergaservorwärmung von Verbindungsrohr nach Vergaser OE Ref. 026121062C;HL;2-G2-402;yes;5
100393;Kühlwasserschlauch von Wasserrohr nach Wasserpumpe Passat OE Ref. 026121063M;HL;2-G2-802;yes;2
100394;Kühlwasserschlauch von Wasserpumpe nach Wasserrohr ohne Ölkühler Golf 1 &Co OE Ref. 027121063C;HL;2-I1-504-1;yes;6
100395;Dichtung für Dreiecksscheibe feststehend Golf 1 &Co OE Ref. 171845261;HL;2-H5-201;yes;6
100396;Wasserrohr für Golf 2 & Co mit Wärmetauscher am Ölfilterflansch, OE Ref. 027121065D;HL;2-I1-703;yes;4
100397;Wasserrohr, Golf 2 &Co mit 1,3L Hubraum, ab 08/85 OE Ref. 030121065C;HL;2-I5-502;yes;2
100398;Kühlwasserschlauch von Kühlwasserflansch nach Ölkühler OE Ref. 027121096A;HL;2-G2-804;yes;5
100399;Kühlwasserschlauch, Kühlwasserflansch zu Kühler oben, Golf 1 Diesel bis Bj 80, OE Ref. 068121101B;HL;;no;0
100401;Klammer für Türverkleidung, Metall, Golf 1 & Co, OE Ref. 0143893;HL;2-N11-805-2;yes;63
100402;Dichtung zwischen Benzineinfüllrohr und Karosserie Golf 1 &Co ab Baujahr 08/1983 OE Ref. 171201119F;HL;2-K1-301-1;yes;18
100404;Kühlwasserschlauch von Thermostat nach Kühler oben Golf 2 &Co 1,0L-1,3L Hubraum OE Ref. 191121101T;HL;2-I1-604;yes;2
100405;Kühlerschlauch von Kühlwasserflansch nach Kühler oben Passat OE Ref. 321121101J;HL;2-I1-404;yes;1
100406;Kühlwasserschlauch, von Flansch nach Kühler oben, Golf Cabrio, Scirocco 53b, ab Bj. 08/83, OE Ref. 5;HL;2-H2-801;yes;18
100407;Kühlerschlauch zwischen Ausgleichbehälter und Kühlmittelrohr Golf 2 &Co 1,3L OE Ref. 191121109L;HL;2-G2-604;yes;2
100408;Heckscheibendichtung für Caddy, OE Ref. 179845521;HL;2-G5-501;yes;7
100409;Kühlwasserschlauch für Thermoschalter von Kühlwasserflansch nach Ansaugbrücke OE Ref. 049121123A;HL;2-H2-605-2;yes;3
100410;Kühlwasserflansch mit 2 Sensor Anschlüssen und 2 Abgängen, Golf 2, OE Ref. 037121132A;HL;;no;0
100411;Kühlwasserflansch seitlich am Zylinderkopf für Diesel, T3, T4, OE Ref. 068121132;HL;;no;0
100412;Kühlwasserflansch, vorne am Zylinderkopf, GTI 16V,  OE Ref. 027121133E;HL;2-F1-601-2;yes;2
100413;Haltefeder für Kühlwasser Sensoren, 2 Sück mit Dichtung, T4, OE Ref. 032121142;HL;;no;0
100414;Kühlwasserflansch seitlich am Zylinderkopf GTI OE Ref. 026121144F;HL;2-F1-601-1;yes;11
100415;Kühler mit 430x322 mm Netzmaß Golf &Co bis 1,3L Hubraum OE Ref.171121253CJ;HL;3-F5-101;yes;2
100416;Kühler, Netzmaß 380 x 322 mm, integrierter Außgleichsbehälter, Golf 1 mit 1,1 L, OE Ref. 171121253 E;HL;3-F7-103;yes;2
100417;Kühler mit 525x322mm Netzmaß, ab Bj. 08/1981 OE Ref. 321121253AL;HL;3-F7-102;yes;1
100419;Federteller, hinten oben, für Golf 1 &Co, OE Ref. 823512103B;HL;2-K6-103;yes;40
100420;Kühlwasserschlauch von Kühlwasserflansch nach Heizungsventil ab 1,5L Hubraum OE Ref. 171121611E;HL;2-G2-304;yes;6
100421;Benzinpumpe mechanisch für T3 mit MKB CT DF DG  OE Ref. 025127025A;HL;2-L2-607;yes;2
100422;Benzinpumpe mechanisch 1,1L -1,3L Hubraum Polo und Golf ab Bj. 08/85 OE Ref. 030127025;HL;2-L2-605;yes;2
100423;Pulldowndose für 2E2 Vergaser Golf &Co und Passat bis Bj.85, OE Ref. 026129220;HL;2-N17-305-2;yes;3
100424;Pulldowndose, Golf 2 &Co, Polo, 1,3L MKB MH / 2G OE Ref. 030129220C;HL;N-03-2-5-5;yes;2
100425;Vergaserflansch für Golf und Passat mit  MKB EZ ABN EP DS JN JV, OE Ref. 027129761A & 050129761E;HL;2-N17-204-1;yes;1
100426;Vergaserflansch für Golf 1 und Passat mit MKB FR und YP, OE Ref. 049129761;HL;2-N17-203-2;yes;1
100427;Luftfilter für T3 Benziner ab 08/1985 MKB MV SS  DG DJ  OE Ref. 025129620A;HL;2-L4-101;yes;1
100428;Vergaserflansch für Golf 1 &Co mit 1.5L-1.6L und MKB JB, FH, FP, OE Ref. 055129761C;HL;;no;0
100429;Vergaserflansch für Golf und Polo mit 1.0L, ab Bj. 08/1985, OE Ref. 030129765C;HL;2-F1-705;yes;2
100430;Vergaserflansch für Golf 1 und Polo bis 1.3L Hubraum, OE Ref. 052129765A;HL;2-N17-204-5;yes;2
100431;Vergaserflansch, Fussdichtung, Golf 2 und Polo mit 1.3L, OE Ref. 052129765E;HL;2-F1-704;yes;2
100434;Ölrohr Vorlauf Ölversorgung Turbolader T3 1,6L TD OE Ref. 068145771F;HL;2-I3-501;yes;3
100435;Motorlager, Motoraufhängung T3 Diesel, OE Ref. 251199201G;HL;2-L5-502;yes;4
100436;Motorlager, Außendurchmesser 74,5 mm OE Ref. 171199214G;HL;2-L3-503;yes;8
100437;Gummilager für Motoraufhängung, T3 Benziner, hinten innen, OE Ref. 070199231;HL;2-L5-401-1;yes;4
100438;Gummilager, Motorträger, hinten, aussen, links / rechts, T3 Benziner, OE Ref. 070199231A;HL;2-L5-507;yes;2
100439;Gummilager für Motoraufhängung rechts hinten, Golf 2& Co, OE Ref. 191199262A;HL;2-L1-501;yes;1
100440;Aufnahme für Kraftstoffeinfüllstutzen, T3 2wd, OE Ref. 251201117;HL;2-K1-203;yes;11
100441;Montagesatz Hosenrohr inkl. Klemmfedern und Dichtung, Golf&Co, T4, OE Ref. 161298115;HL;2-M1-102-4;yes;0
100442;Schelle für Stabilisator hinten inkl. Verschlussklammer  Golf 1 &Co OE Ref. 171511433 und 171511453;HL;;no;0
100443;Traggelenk für Querlenker mit 15 mm Bolzen bis Baujahr 11/1977 OE Ref. 171407365C;HL;2-J4-508;yes;2
100444;Traggelenk für oberen Querlenker T3  OE Ref. 251407361;HL;2-J4-507;yes;4
100445;Traggelenk für Querlenker mit 17 mm Bolzen Golf 2 &Co bis Baujahr 07/1987 OE Ref. 191407365A;HL;2-J4-503;yes;6
100446;Radnabe für Golf 2 & Co bis Bj. 07/1987  OE Ref. 191407615;HL;2-K4-502;yes;2
100448;Fahrwerksfeder vorn, Golf 1 & Co ab BJ. 08/79  OE Ref. 171411105G;HL;3-A3-302;yes;6
100449;Fahrwerksfeder vorne, Golf 2 & Co, Benziner, OE Ref. 191411105;HL;3-A1-302;yes;4
100450;Schutzhülle für Lenkgetriebe Golf 2 &Co mit Servolenkung OE Ref. 191419523C;HL;2-J4-604;yes;3
100451;Schutzhülle für Lenkgetriebe Golf 2 &Co mit mechanischer Lenkung OE Ref.191419523D;HL;2-J4-605;yes;20
100452;Radlager Satz vorne inkl. Montagematerial Golf1 &Co OE Ref. 171498625D;HL;2-K6-502;yes;8
100453;Radlager Satz vorne inkl. Montagematerial Golf 2 &Co bis Baujahr 07/1987 OE Ref. 191498625;HL;2-K2-402-3;yes;2
100454;Feder hinten, Golf 1 &Co, OE Ref. 171511105C;HL;3-A3-301;yes;6
100455;Radlager-Satz für Hinterachse, inkl. Montagematerial, Golf & Co, OE Ref. 191598625;HL;2-K6-504;yes;5
100457;Blende für Handbremshebel in schwarz Golf und Passat OE Ref. 311711327A 01C;HL;M-03-6-2;yes;7
100458;Schaltstange vorne längs Golf 1& Co mit 5 Gang Getriebe OE Ref. 171711574B;HL;2-N5-703-1;yes;32
100459;Schaltstange für vorne quer Golf 1 &Co mit 5 Gang Getriebe  OE Ref. 171711593E;HL;2-N5-702-1;yes;35
100460;Schaltstange vorne längs für Golf 1 &Co mit 4 Gang Getriebe OE Ref. 171711574A;HL;2-N5-702-3;yes;6
100461;Schaltstange vorne quer für Golf 1 &Co mit 4 Gang Getriebe OE Ref. 171711593D;HL;2-N5-701-3;yes;6
100462;Schaltfinger für Umlenkwelle Golf 1 &Co mit 5 Gang Getriebe OE Ref. 171711163E;HL;2-N5-702-2;yes;13
100463;Pedalgummi für Kupplung und Bremse Golf 2 und Passat, T4, OE Ref. 321721173;HL;2-N13-602-2;yes;13
100464;Kupplungszug Golf 1 &Co mit  1,1l-1,3l  Hubraum OE Ref. 171721335D;HL;M-10-08;yes;1
100465;Reparatursatz für Schaltgetriebe Golf 1 &Co OE Ref. 171798200;HL;2-N5-601-2;yes;3
100466;Reparatursatz für Schaltgetriebe, Golf 2 &Co, OE Ref. 191798211S;HL;2-N3-703-3;yes;5
100467;Klammer für Fensterführung / Schachtleiste, Golf 1 und T3, OE Ref. 171837485;HL;2-N15-801-5;yes;4
100468;Sitzabdeckung ohne Öffnung linke Sitzseite Golf 1 &Co OE Ref. 171881477C;HL;2-N11-704-4;yes;6
100469;Sitzabdeckung ohne Öffnung für die rechte Sitzseite für Golf 1 &Co und Polo OE Ref. 171881478C;HL;2-N11-704-1;yes;8
100470;Sitzabdeckung mit Öffnung für die linke Sitzseite für Golf 1 &Co und Polo OE Ref. 171881479B;HL;2-N11-704-2;yes;7
100471;Sitzabdeckung mit Öffnung für die rechte Sitzseite für Golf 1 &Co und Polo OE Ref. 171881480B;HL;2-N11-704-3;yes;7
100472;Blende für Rückenlehne Fahrer-und Beifahrersitz, bis Bj. 07/1983, OE Ref. 371881607;HL;2-N11-702-4;yes;0
100473;Hebel für die Rückenlehne von Fahrer-und Beifahrersitz, bis Bj. 07/1983, OE Ref. 113881633E;HL;2-N11-702-2;yes;7
100474;Lichtschalter mit Dimmfunktion Golf 1 bis Mj 81 und T3 bis Mj 90 OE Ref. 251941531M;HL;2-N1-203-1;yes;5
100475;Nebelschlussleuchte, Golf 1 Cabrio, Caddy und T3, OE Ref. 211941701;HL;2-I7-207;yes;0
100476;Innenraumleuchte Original Hella Golf 1 Cabrio, T3,  OE Ref. 823947105B;HL;2-N7-605-2;yes;6
100477;Spritzwasserdüse vorne, Golf 1 & Co, bis Baujahr 07/1987, OE Ref. 111955993A;HL;2-N15-704-2;yes;18
100478;Dichtung für innenverstellbaren Spiegel, Golf 1 & Co, OE Ref. 171857543B;HL;N-03-4-3-3;yes;15
100479;Gummilager, Halter für Kraftstoff- bzw. Benzinpumpe Golf &Co, T4 Bus Motorwanne, OE Ref. 191201256;HL;2-N17-401-1;yes;21
100480;Schaltstangenlager Schalthebelwelle am Unterboden, Golf 2 &Co, T4, OE Ref. 191711208A;HL;2-N3-704-1;yes;31
100481;Kühlwasserflansch Vorne ab Baujahr 08/1988 mit Dichtungen, T4, OE Ref. 037121133C;HL;;no;0
100482;Kühlwasserschlauch von Kühlwasserflansch nach Kühler Oben Golf 2 &Co  OE Ref. 191121101S;HL;2-G2-204;yes;8
100483;Kühlwasserflansch seitlich am Zylinderkopf Golf 2 &Co GTI OE Ref. 027121145B;HL;M-06-4-2-4;yes;1
100484;Heckklappendämpfer, Gasdruckheber, Standart 610Nm, T3 BUS, OE Ref. 251829331A;HL;2-I13-806;yes;4
100486;Anschlagpuffer für Stoßdämpfer vorne, Polo und Passat OE Ref. 893412131B;HL;N-07-3-1-4;yes;2
100487;Stopfen / Abdeckung für Öffnung der Stoßstangenführung am Kotflügel & hinten, OE Ref. 171821163;HL;M-06-5-4-5;yes;66
100488;Anschlagpuffer für Motorhaube, seitliche Führung, Golf 1 &Co, OE Ref. 171823493;HL;2-O5-404-1;yes;40
100489;Kühlwasser Schlauchsatz komplett für Golf 1 GTI, MKB DX;HL;;no;0
100490;Tachowelle, Golf 1 &Co, ab 1,5L ,Schaltgetriebe, bis 07/81, OE Ref. 171957803D;HL;L-19-4;yes;3
100491;Halteschlaufe für Beifahrer in weiss für Golf1 &Co und T3 OE Ref. 113857611E;HL;N-07-5-5-3;yes;0
100492;Leuchtmittel, Glühlampe für Instrumentenbeleuchtung, 1,2 Watt, OE Ref. 431919040;HL;2-N7-701-1;yes;93
100494;Dichtung, Gummi, Durchführung der Wischerwelle, Golf 1 und T3 OE Ref. 133955261;HL;2-N15-702-1;yes;67
100495;Einstellscheibe für Ventilspiel 3,00 mm Stark ab 1,5l Hubraum OE Ref. 056109555;HL;2-M3-203-1;yes;5
100496;Einstellscheibe für das Ventilspiel 3,05 mm Stark ab 1,5l Hubraum OE Ref. 056109556;HL;2-M3-203-2;yes;2
100497;Einstellscheibe für das Ventilspiel 3,10 mm Stark ab 1,5l Hubraum OE Ref. 056109557;HL;2-M3-203-3;yes;3
100498;Einstellscheibe für das Ventilspiel 3,15 mm Stark ab 1,5l Hubraum OE Ref. 056109558;HL;2-M3-203-4;yes;3
100499;Einstellscheibe für das Ventilspiel 3,20 mm Stark ab 1,5l Hubraum OE Ref. 056109559;HL;2-M3-203-5;yes;6
100500;Einstellscheibe für das Ventilspiel 3,25 mm Stark ab 1,5l Hubraum OE Ref. 056109560;HL;2-M3-203-6;yes;4
100501;Einstellscheibe für das Ventilspiel 3,35 mm Stark ab 1,5l Hubraum OE Ref. 056109562;HL;2-M3-204-2;yes;4
100502;Einstellscheibe für das Ventilspiel 3,40 mm Stark ab 1,5l Hubraum OE Ref. 056109563;HL;2-M1-202-1;yes;4
100507;Einstellscheibe für das Ventilspiel 3,65 mm Stark OE Ref. 056109568;HL;2-M1-202-6;yes;4
100508;Einstellscheibe für das Ventilspiel 3,70 mm Stark ab 1,5l Hubraum OE Ref. 056109569;HL;2-M1-203-1;yes;3
100509;Einstellscheibe für das Ventilspiel 3,75 mm Stark ab 1,5l Hubraum OE Ref. 056109570;HL;2-M1-203-2;yes;3
100519;Kappe für Rücklaufleitung der Einspritzdüse für Diesel, T4, OE Ref. 028130229;HL;2-M5-503-6;yes;5
100520;Haubenzug vorne Golf 1 &Co bis Baujahr 07/1983 OE Ref. 171823531;HL;2-J1-306;yes;3
100521;Zigarettenanzünder komplett, grüne Beleuchtung OE Ref. 1J0919309;HL;2-N7-501-1;yes;8
100522;Gaszug für Diesel Golf &Co, OE Ref. 357721555A;HL;2-J1-301;yes;1
100523;Schutzkappe für hydraulischen Bremslichtschalter,2 polig OE Ref. 111945521;HL;2-N3-302-2;yes;7
100524;ATE Handbremsseil für Golf 1 &Co OE Ref. 171609721C;HL;2-J1-107;yes;6
100525;Motorlager getriebeseitig, 64,5mm, Golf 1 &Co,  OE Ref.171199214D;HL;2-L3-506;yes;5
100526;Ölwannendichtung  bis 1,3 L Hubraum OE Ref. 032103609B;HL;R24-135;yes;1
100527;Antriebsrad Tachowelle 12 Zähne 4 Gang oder Automatik OE Ref. 084409197;HL;N-05-5-3-1;yes;2
100528;Elring Dichtung für Kurbelgehäuseentlüftung am Ventildeckel Golf &Co ab 1,5L, T4, OE Ref. 028103500;HL;2-M1-402-2;yes;14
100529;Schaltstange vorne quer Golf 2 &Co mit 5 Gang Getriebe  OE Ref. 191711595A;HL;2-N3-703-2;yes;45
100530;Schalter, Rückfahrlicht, fünfpolig, mit Schalt- und Verbrauchsanzeige, Golf 2 & Co, OE Ref.191919823;HL;2-N1-304-5;yes;3
100531;Reparatursatz für Getriebebetätigung Golf 1 &Co mit 5 Gang Getriebe;HL;;no;0
100532;Reparatursatz für die Getriebebetätigung vom Golf 1 &Co mit 4 Gang Getriebe;HL;R14-052;no;0
100533;Schloßsatz, Schließanlage komplett für Golf 2 und Polo, OE Ref. 165898081B;HL;2-K3-603;yes;4
100534;Dichtung für Verdeck, hinten rechts, Golf 1 Cabrio, OE Ref. 155871410A;HL;2-H1-202;yes;37
100535;Steinschlagschutzecke hinten Links  Golf 1 &Co OE Ref. 171853931A;HL;2-K7-503;yes;4
100536;Anschlag bzw. Führung für Rückwärtsgang  Golf 2& Co OE Ref. 191711146C;HL;2-N3-701-3;yes;50
100537;Halter für Sonnenblende in Schwarz, Golf 2 &Co OE Ref. 191857559;HL;2-N13-603-5;yes;8
100538;Unterbrecherkontakt bis 1,3L Hubraum OE Ref. 036998051A;HL;2-L7-403-1;yes;3
100539;Unterbrecherkontakt ab 1,5L Hubraum OE Ref.059998051B;HL;2-L7-402-5;yes;2
100540;Kondensator bis 1,3L Hubraum OE Ref. 052905295;HL;2-L7-402-4;yes;2
100541;Kondensator, ab 1.5L Hubraum, OE Ref. 060905295;HL;2-L7-403-2;yes;2
100542;Lenkstockhebel mit MFA Golf 2 &Co ab Baujahr 08/1989 OE Ref. 535953519A;HL;2-I11-704;yes;2
100543;Lenkstockhebel Blinker Golf 2 & Co ab Baujahr 08/1987 bis 07/1989 OE Ref. 191953513B;HL;2-I11-602;yes;2
100545;Schaltstangenlager für Schaltwelle hinten ab Baujahr 08/1987, T3, OE Ref. 251711207E;HL;2-N1-703-1;yes;0
100546;Bremsschlauch T3 vorne 2 Stück inkl. Halteklammern bis Baujahr 07/1987  OE Ref. 251611775A;HL;;no;0
100547;Bremsschläuche inkl. Halteklammern für den T3 Vorne ab Baujahr 08/1985 OE Ref. 291611775;HL;;no;0
100548;Temperaturgeber für Kühlwassertemperatur, Farbcode Schwarz ab Bj. 08/87, T4, OE Ref. 251919501D;HL;;no;0
100550;Kühlwasserschlauch Wasserpumpe nach Rohr Golf 1 &Co OE Ref. 055121063A;HL;2-H2-605-1;yes;5
100551;Gasblasenabscheider, Variante aus Kunststoff, ab Bj. 1985, OE Ref. 052127177A;HL;N-07-3-5-4;yes;3
100552;Zündsteuergerät, Transistorzündung, ab Bj. 08/1980 OE Ref. 191905351B;HL;2-L7-303-5;yes;3
100553;Radnabe, 40mm, Golf 2 & Co ab Baujahr 08/1987 ohne ABS, OE Ref. 357407615;HL;2-K4-501;yes;4
100554;Dichtung für Verdeck, hinten links, Golf 1 Cabrio, OE Ref. 155871409A;HL;2-H1-201;yes;47
100555;Bremsschlauchset, vorne+hinten inkl. Halteklammern, T3 ab 08/85, OE Ref. 433611775A  291611775;HL;;no;0
100556;Bremsschlauchset VW T3 bis 07/1987 Vorne u. Hinten Inkl. Halteklammern OE Ref. 433611775A 251611775A;HL;;no;0
100557;Chromkeder Scheibe, ca 4,1 Meter, ausreichend für T3 Frontscheibe, Golf 1 & Co, OE Ref. 255853305;HL;2-K7-201;yes;10
100558;Schalter für Heckscheibenheizung Golf 1 &Co und Passat OE Ref. 321959621B;HL;;no;0
100559;Ölablassschraube, M14x1.5x16, mit Dichtring, T4 Bus, OE Ref. N90288901;HL;2-M5-503-1;yes;7
100560;Ausgleichsbehälter mit Füllstandsgeber für Kühlsystem Golf 2& Co ab 08/1989  OE Ref. 1H0121407A;HL;;no;0
100561;Ausgleichsbehälter ohne Füllstandsgeber für Kühlsystem Golf2 &Co ab 08/1989 OE Ref. 357121407B;HL;R06-025;no;0
100562;Deckel für Ausgleichsbehälter Golf 2 &Co ab Baujahr 08/1989, T4, OE Ref. 357121321C;HL;2-F1-503-1;yes;5
100563;Kraftstoffpumpe 3 Bar Betriebsdruck für T3 1,9L und 2.1L Einspritzer OE Ref. 251906091;HL;2-L2-606;yes;1
100564;Tankeinfüllstutzen, T3, Bj. 79 bis 92, OE Ref. 251201119D;HL;2-K1-204;yes;19
100565;Kupplungsschlauch 325mm am Getriebe vor Nehmerzylinder T3 OE Ref. 251721477D;HL;M-03-5-4;yes;2
100567;Kugelschale für Schalthebel T3 4 und 5 Gang Getriebe OE Ref. 823711643A;HL;2-N1-605-3;yes;7
100568;Lagerbuchse für Schaltstange am Unterboden mittig T3 OE Ref. 251711207D;HL;2-N1-703-4;yes;11
100569;Reparatursatz Hinterachsaufhängung inkl. Gummilager und Schrauben, Golf 2 & Co, OE Ref. 191501541;HL;pickware_unknown_location;no;-1
100569;Reparatursatz Hinterachsaufhängung inkl. Gummilager und Schrauben, Golf 2 & Co, OE Ref. 191501541;HL;2-K4-601;yes;2
100570;Bremsleitungssatz Golf 2 & Co, ohne Bremskraftregler, mit Trommelbremse hinten;HL;;no;0
100571;Bremsleitungssatz Golf 2 & Co, mit Bremskraftregler und Trommelbremse hinten bis BJ 89;HL;;no;0
100572;Hitzeschutzblech Festsattel Bremse, vorne beidseitig, T3 Baujahr 07/81 bis 06/86 OE Ref. 291407343;HL;3-B4-602;yes;4
100573;Hitzeblech, Staubblech, vorne links, 239mm Bremsscheibe, Golf 2 &Co, OE Ref. 191615311A;HL;3-A4-601;yes;2
100574;Hitzeblech, Staubblech,vorne rechts, 239mm Bremsscheibe, Golf 2 &Co, OE Ref. 191615312A;HL;3-A2-603;yes;5
100575;Hitzeschutzblech für Bremse, vorne links, T3 ab Baujahr 08/1985, OE Ref. 251407339A;HL;3-A6-602;yes;4
100576;Hitzeschutzblech für Bremse vorne rechts T3 ab Baujahr 08/1985 OE Ref. 251407340A;HL;3-A6-601;yes;3
100577;Heckklappendämpfer, Gasdruckfeder Golf 2 OE Ref.191827550B;HL;2-I13-808;yes;8
100578;Aussenspiegel links Fahrerseite für T3 OE Ref. 251857513;HL;2-I13-403;yes;4
100579;Aussenspiegel rechts Beifahrerseite T3 OE Ref. 251857514;HL;2-I13-404;yes;3
100580;Seilführung für Kupplungszug  T3 Baujahr 06/79 - 07/81 OE Ref. 251721361B;HL;N-01-2-5-3;yes;3
100581;Kennzeichenleuchte für Golf 2 &Co OE Ref. 191943021;HL;2-N7-602-1;yes;11
100582;Wegstreckensensor für Schaltgetriebe ab Baujahr 0871985 Golf 2 &Co  OE Ref. 1H0919149A;HL;2-N1-205-4;yes;1
100583;Deckel für Spritzwasserbehälter Durchmesser 54mm ab B. 08/1985, T4, OE Ref. 1K0955455;HL;2-N15-601-6;yes;2
100584;Tachoantrieb Ritzel mit 13 Zähne Golf 2 GTI MKB PG ab Bj, 08/1989 OE Ref. 02A409197;HL;M-06-4-4-5;yes;4
100585;Getriebebuchse, mit Lager und Dichtung, 4 und 5 Gang Getriebe bis 1,3L und T3, OE Ref. 001398209;HL;;no;0
